image,split,symbol,timeframe,start_ts,end_ts,bars,img_w,img_h,y_head_and_shoulders,p_head_and_shoulders,lf_votes_head_and_shoulders,lf_total_head_and_shoulders,head_and_shoulders_cnt,head_and_shoulders_confirmed_cnt,y_inverse_head_and_shoulders,p_inverse_head_and_shoulders,lf_votes_inverse_head_and_shoulders,lf_total_inverse_head_and_shoulders,inverse_head_and_shoulders_cnt,inverse_head_and_shoulders_confirmed_cnt,p_double_top,lf_votes_double_top,lf_total_double_top,y_double_top,double_top_cnt,double_top_confirmed_cnt,p_double_bottom,lf_votes_double_bottom,lf_total_double_bottom,y_double_bottom,double_bottom_cnt,double_bottom_confirmed_cnt,y_descending_triangle,p_descending_triangle,lf_votes_descending_triangle,lf_total_descending_triangle,descending_triangle_cnt,descending_triangle_confirmed_cnt
BTC-USD_1h_1705478400_1706050800_42.png,train,BTC-USD,1h,2024-01-17T08:00:00+00:00,2024-01-23T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1705622400_1706194800_42.png,train,BTC-USD,1h,2024-01-19T00:00:00+00:00,2024-01-25T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1705766400_1706338800_42.png,train,BTC-USD,1h,2024-01-20T16:00:00+00:00,2024-01-27T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1705910400_1706482800_42.png,train,BTC-USD,1h,2024-01-22T08:00:00+00:00,2024-01-28T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1706054400_1706626800_42.png,train,BTC-USD,1h,2024-01-24T00:00:00+00:00,2024-01-30T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1706198400_1706770800_42.png,train,BTC-USD,1h,2024-01-25T16:00:00+00:00,2024-02-01T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1706342400_1706914800_42.png,train,BTC-USD,1h,2024-01-27T08:00:00+00:00,2024-02-02T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1706486400_1707058800_42.png,train,BTC-USD,1h,2024-01-29T00:00:00+00:00,2024-02-04T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1706630400_1707202800_42.png,train,BTC-USD,1h,2024-01-30T16:00:00+00:00,2024-02-06T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1706774400_1707346800_42.png,train,BTC-USD,1h,2024-02-01T08:00:00+00:00,2024-02-07T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1706918400_1707490800_42.png,train,BTC-USD,1h,2024-02-03T00:00:00+00:00,2024-02-09T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1707062400_1707634800_42.png,train,BTC-USD,1h,2024-02-04T16:00:00+00:00,2024-02-11T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1707206400_1707778800_42.png,train,BTC-USD,1h,2024-02-06T08:00:00+00:00,2024-02-12T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1707350400_1707922800_42.png,train,BTC-USD,1h,2024-02-08T00:00:00+00:00,2024-02-14T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1707494400_1708066800_42.png,train,BTC-USD,1h,2024-02-09T16:00:00+00:00,2024-02-16T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1707638400_1708210800_42.png,train,BTC-USD,1h,2024-02-11T08:00:00+00:00,2024-02-17T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.75,9,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1707782400_1708354800_42.png,train,BTC-USD,1h,2024-02-13T00:00:00+00:00,2024-02-19T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.75,9,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1707926400_1708498800_42.png,train,BTC-USD,1h,2024-02-14T16:00:00+00:00,2024-02-21T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,4,0,0.8333,10,12,-1,3,1,1,,,,1,1
BTC-USD_1h_1708070400_1708642800_42.png,train,BTC-USD,1h,2024-02-16T08:00:00+00:00,2024-02-22T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1708214400_1708786800_42.png,train,BTC-USD,1h,2024-02-18T00:00:00+00:00,2024-02-24T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1708358400_1708930800_42.png,train,BTC-USD,1h,2024-02-19T16:00:00+00:00,2024-02-26T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1708502400_1709074800_42.png,train,BTC-USD,1h,2024-02-21T08:00:00+00:00,2024-02-27T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1708646400_1709218800_42.png,train,BTC-USD,1h,2024-02-23T00:00:00+00:00,2024-02-29T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1708790400_1709362800_42.png,train,BTC-USD,1h,2024-02-24T16:00:00+00:00,2024-03-02T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1708934400_1709506800_42.png,train,BTC-USD,1h,2024-02-26T08:00:00+00:00,2024-03-03T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1709078400_1709650800_42.png,train,BTC-USD,1h,2024-02-28T00:00:00+00:00,2024-03-05T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1709222400_1709794800_42.png,train,BTC-USD,1h,2024-02-29T16:00:00+00:00,2024-03-07T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1709366400_1709938800_42.png,train,BTC-USD,1h,2024-03-02T08:00:00+00:00,2024-03-08T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1709510400_1710082800_42.png,train,BTC-USD,1h,2024-03-04T00:00:00+00:00,2024-03-10T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1709654400_1710226800_42.png,train,BTC-USD,1h,2024-03-05T16:00:00+00:00,2024-03-12T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1709798400_1710370800_42.png,train,BTC-USD,1h,2024-03-07T08:00:00+00:00,2024-03-13T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1709942400_1710514800_42.png,train,BTC-USD,1h,2024-03-09T00:00:00+00:00,2024-03-15T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1710086400_1710658800_42.png,train,BTC-USD,1h,2024-03-10T16:00:00+00:00,2024-03-17T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.6667,4,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1710230400_1710802800_42.png,train,BTC-USD,1h,2024-03-12T08:00:00+00:00,2024-03-18T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,8,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1710374400_1710946800_42.png,train,BTC-USD,1h,2024-03-14T00:00:00+00:00,2024-03-20T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,8,12,-1,4,0,0.6667,8,12,-1,3,0,0,,,,0,0
BTC-USD_1h_1710518400_1711090800_42.png,train,BTC-USD,1h,2024-03-15T16:00:00+00:00,2024-03-22T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.6667,4,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1710662400_1711234800_42.png,train,BTC-USD,1h,2024-03-17T08:00:00+00:00,2024-03-23T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1710806400_1711378800_42.png,train,BTC-USD,1h,2024-03-19T00:00:00+00:00,2024-03-25T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,4,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1710950400_1711522800_42.png,train,BTC-USD,1h,2024-03-20T16:00:00+00:00,2024-03-27T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1711094400_1711666800_42.png,train,BTC-USD,1h,2024-03-22T08:00:00+00:00,2024-03-28T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,3,0,0.75,9,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1711238400_1711810800_42.png,train,BTC-USD,1h,2024-03-24T00:00:00+00:00,2024-03-30T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1711382400_1711954800_42.png,train,BTC-USD,1h,2024-03-25T16:00:00+00:00,2024-04-01T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1711526400_1712098800_42.png,train,BTC-USD,1h,2024-03-27T08:00:00+00:00,2024-04-02T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,3,1,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1711670400_1712242800_42.png,train,BTC-USD,1h,2024-03-29T00:00:00+00:00,2024-04-04T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,1,0.75,9,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1711814400_1712386800_42.png,train,BTC-USD,1h,2024-03-30T16:00:00+00:00,2024-04-06T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1711958400_1712530800_42.png,train,BTC-USD,1h,2024-04-01T08:00:00+00:00,2024-04-07T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1712102400_1712674800_42.png,train,BTC-USD,1h,2024-04-03T00:00:00+00:00,2024-04-09T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1712246400_1712818800_42.png,train,BTC-USD,1h,2024-04-04T16:00:00+00:00,2024-04-11T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1712390400_1712962800_42.png,train,BTC-USD,1h,2024-04-06T08:00:00+00:00,2024-04-12T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,1.0,12,12,1,2,2,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1712534400_1713106800_42.png,train,BTC-USD,1h,2024-04-08T00:00:00+00:00,2024-04-14T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,1.0,6,6,1,1,1,0.6667,4,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1712678400_1713250800_42.png,train,BTC-USD,1h,2024-04-09T16:00:00+00:00,2024-04-16T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1712822400_1713394800_42.png,train,BTC-USD,1h,2024-04-11T08:00:00+00:00,2024-04-17T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1712966400_1713538800_42.png,train,BTC-USD,1h,2024-04-13T00:00:00+00:00,2024-04-19T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,3,1,0,,,,0,0
BTC-USD_1h_1713110400_1713682800_42.png,train,BTC-USD,1h,2024-04-14T16:00:00+00:00,2024-04-21T07:00:00+00:00,160,960,640,0,,,,0,0,1,,,,1,1,0.8333,10,12,-1,4,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1713254400_1713826800_42.png,train,BTC-USD,1h,2024-04-16T08:00:00+00:00,2024-04-22T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1713398400_1713970800_42.png,train,BTC-USD,1h,2024-04-18T00:00:00+00:00,2024-04-24T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1713542400_1714114800_42.png,train,BTC-USD,1h,2024-04-19T16:00:00+00:00,2024-04-26T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1713686400_1714258800_42.png,train,BTC-USD,1h,2024-04-21T08:00:00+00:00,2024-04-27T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1713830400_1714402800_42.png,train,BTC-USD,1h,2024-04-23T00:00:00+00:00,2024-04-29T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1713974400_1714546800_42.png,train,BTC-USD,1h,2024-04-24T16:00:00+00:00,2024-05-01T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,1.0,12,12,1,4,2,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1714118400_1714690800_42.png,train,BTC-USD,1h,2024-04-26T08:00:00+00:00,2024-05-02T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,1,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1714262400_1714834800_42.png,train,BTC-USD,1h,2024-04-28T00:00:00+00:00,2024-05-04T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1714406400_1714978800_42.png,train,BTC-USD,1h,2024-04-29T16:00:00+00:00,2024-05-06T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1714550400_1715122800_42.png,train,BTC-USD,1h,2024-05-01T08:00:00+00:00,2024-05-07T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1714694400_1715266800_42.png,train,BTC-USD,1h,2024-05-03T00:00:00+00:00,2024-05-09T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1714838400_1715410800_42.png,train,BTC-USD,1h,2024-05-04T16:00:00+00:00,2024-05-11T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1714982400_1715554800_42.png,train,BTC-USD,1h,2024-05-06T08:00:00+00:00,2024-05-12T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1715126400_1715698800_42.png,train,BTC-USD,1h,2024-05-08T00:00:00+00:00,2024-05-14T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1715270400_1715842800_42.png,train,BTC-USD,1h,2024-05-09T16:00:00+00:00,2024-05-16T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1715414400_1715986800_42.png,train,BTC-USD,1h,2024-05-11T08:00:00+00:00,2024-05-17T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.6667,4,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1715558400_1716130800_42.png,train,BTC-USD,1h,2024-05-13T00:00:00+00:00,2024-05-19T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.6667,4,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1715702400_1716274800_42.png,train,BTC-USD,1h,2024-05-14T16:00:00+00:00,2024-05-21T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1715846400_1716418800_42.png,train,BTC-USD,1h,2024-05-16T08:00:00+00:00,2024-05-22T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,8,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1715990400_1716562800_42.png,train,BTC-USD,1h,2024-05-18T00:00:00+00:00,2024-05-24T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1716134400_1716706800_42.png,train,BTC-USD,1h,2024-05-19T16:00:00+00:00,2024-05-26T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1716278400_1716850800_42.png,train,BTC-USD,1h,2024-05-21T08:00:00+00:00,2024-05-27T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1716422400_1716994800_42.png,train,BTC-USD,1h,2024-05-23T00:00:00+00:00,2024-05-29T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1716566400_1717138800_42.png,train,BTC-USD,1h,2024-05-24T16:00:00+00:00,2024-05-31T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1716710400_1717282800_42.png,train,BTC-USD,1h,2024-05-26T08:00:00+00:00,2024-06-01T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1716854400_1717426800_42.png,train,BTC-USD,1h,2024-05-28T00:00:00+00:00,2024-06-03T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1716998400_1717570800_42.png,train,BTC-USD,1h,2024-05-29T16:00:00+00:00,2024-06-05T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1717142400_1717714800_42.png,train,BTC-USD,1h,2024-05-31T08:00:00+00:00,2024-06-06T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1717286400_1717858800_42.png,train,BTC-USD,1h,2024-06-02T00:00:00+00:00,2024-06-08T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1717430400_1718002800_42.png,train,BTC-USD,1h,2024-06-03T16:00:00+00:00,2024-06-10T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,1.0,6,6,1,1,1,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1717574400_1718146800_42.png,train,BTC-USD,1h,2024-06-05T08:00:00+00:00,2024-06-11T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,3,1,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1717718400_1718290800_42.png,train,BTC-USD,1h,2024-06-07T00:00:00+00:00,2024-06-13T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1717862400_1718434800_42.png,train,BTC-USD,1h,2024-06-08T16:00:00+00:00,2024-06-15T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1718006400_1718578800_42.png,train,BTC-USD,1h,2024-06-10T08:00:00+00:00,2024-06-16T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1718150400_1718722800_42.png,train,BTC-USD,1h,2024-06-12T00:00:00+00:00,2024-06-18T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1718294400_1718866800_42.png,train,BTC-USD,1h,2024-06-13T16:00:00+00:00,2024-06-20T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1718438400_1719010800_42.png,train,BTC-USD,1h,2024-06-15T08:00:00+00:00,2024-06-21T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1718582400_1719154800_42.png,train,BTC-USD,1h,2024-06-17T00:00:00+00:00,2024-06-23T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,3,0,0,,,,0,0
BTC-USD_1h_1718726400_1719298800_42.png,train,BTC-USD,1h,2024-06-18T16:00:00+00:00,2024-06-25T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,3,0,0.75,9,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1718870400_1719442800_42.png,train,BTC-USD,1h,2024-06-20T08:00:00+00:00,2024-06-26T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.6667,4,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1719014400_1719586800_42.png,train,BTC-USD,1h,2024-06-22T00:00:00+00:00,2024-06-28T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1719158400_1719730800_42.png,train,BTC-USD,1h,2024-06-23T16:00:00+00:00,2024-06-30T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,4,0,0.8333,10,12,-1,2,0,1,,,,1,1
BTC-USD_1h_1719302400_1719874800_42.png,train,BTC-USD,1h,2024-06-25T08:00:00+00:00,2024-07-01T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1719446400_1720018800_42.png,train,BTC-USD,1h,2024-06-27T00:00:00+00:00,2024-07-03T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1719590400_1720162800_42.png,train,BTC-USD,1h,2024-06-28T16:00:00+00:00,2024-07-05T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1719734400_1720306800_42.png,train,BTC-USD,1h,2024-06-30T08:00:00+00:00,2024-07-06T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1719878400_1720450800_42.png,train,BTC-USD,1h,2024-07-02T00:00:00+00:00,2024-07-08T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,1,0.8333,5,6,-1,1,0,0,,,,0,0
